username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
bioedge,2012-12-19 21:47,0,0,"Was Adam Lanza really sick, mentally disturbed and not responsible? Or was he evil? Guardian http:// gu.com/p/3chph/tw",,,,281637033515032577,https://twitter.com/bioedge/status/281637033515032577
ChiaraGranado,2012-12-14 19:41,0,0,Watching the news coverage on this horrific tragedy. My heart hurts. Why does this happen #SandyHook,,,#SandyHook,279793286565220352,https://twitter.com/ChiaraGranado/status/279793286565220352
meganmckenziie_,2012-12-14 15:34,1,0,#PrayforNewton #PrayforNewton #PrayforNewton,,,#PrayforNewton #PrayforNewton #PrayforNewton,279731025108664321,https://twitter.com/meganmckenziie_/status/279731025108664321
_kimbennett,2012-12-14 15:29,2,0,I don't get why #PrayForNewton is trending when it's actually NEWTOWN where the shooting happened. Good one twitter.,,,#PrayForNewton,279729754708525056,https://twitter.com/_kimbennett/status/279729754708525056
yukikaru,2012-12-15 01:26,0,0,Don't know how anyone in the right mind could do something like that.. #PrayForNewton,,,#PrayForNewton,279880017666777088,https://twitter.com/yukikaru/status/279880017666777088
RainLovesPeace,2012-12-17 17:02,0,0,Wow #thevoice has me in tears #PRAYFORNewton,,,#thevoice #PRAYFORNewton,280840303433379840,https://twitter.com/RainLovesPeace/status/280840303433379840
seukteomaaa,2012-12-15 09:52,0,0,#RIP #SandyHook #inlovingmemory #sandyhookelementary #doit #onmonday #yellowandblue #spreadtheword http:// instagr.am/p/TRCRonFlSs/,,,#RIP #SandyHook #inlovingmemory #sandyhookelementary #doit #onmonday #yellowandblue #spreadtheword,280007553142906880,https://twitter.com/seukteomaaa/status/280007553142906880
Timinole,2012-12-20 07:37,0,0,"... RT @washingtonpost Police: Man walked into #SandyHook school in Virginia holding 2-by-4 printed with words ""High Powered Rifle""",,@washingtonpost,#SandyHook,281785341550153728,https://twitter.com/Timinole/status/281785341550153728
scrappy_nappy,2012-12-17 20:14,1,3,#Prayfornewton RIP,,,#Prayfornewton,280888858776829954,https://twitter.com/scrappy_nappy/status/280888858776829954
FoxNewsInsider,2012-12-20 07:37,0,0,Report: Adam Lanza Wanted to Join the Marines http:// soc.li/goEwmyi,,,,281785311401484288,https://twitter.com/FoxNewsInsider/status/281785311401484288
allwonky,2012-12-15 07:32,2,0,@Soledad_OBrien really shining with her coverage right now. #sandyhook,,@Soledad_OBrien,#sandyhook,279972245693161472,https://twitter.com/allwonky/status/279972245693161472
AmandaLaldin,2012-12-14 23:00,0,0,I just can't even wrap my head around how a human being could do that #PrayForNewton,,,#PrayForNewton,279843431126286337,https://twitter.com/AmandaLaldin/status/279843431126286337
GeorgeCarrero,2012-12-14 14:14,0,0,praying for the victims at #SandyHook elementary school #CTShooting !!!!,,,#SandyHook #CTShooting,279710937840250880,https://twitter.com/GeorgeCarrero/status/279710937840250880
KFCNWS,2012-12-14 14:45,0,0,"Adam Lanza , autor de la masacre en el Sandy hook http:// bit.ly/Y2UAVI",,,,279718747286171648,https://twitter.com/KFCNWS/status/279718747286171648
985KLUC,2012-12-18 14:54,0,0,"@LoOLoO_Rangel ......tomrow 12/19, 5-7p @the T&M before the #UNLVRebels game. collecting stuffed animals in honor of #SandyHook",,@LoOLoO_Rangel @the,#UNLVRebels #SandyHook,281170703783444482,https://twitter.com/985KLUC/status/281170703783444482
kenzie_gail,2012-12-15 07:02,3,0,There's no way to describe my hate and disgust for Adam Lanza in 140 characters.,,,,279964549795414016,https://twitter.com/kenzie_gail/status/279964549795414016
DonEmbry,2012-12-16 14:54,4,0,Sandy Hook Shooting: I Am Adam Lanza 's Mother - @Gawker http:// gawker.com/5968818/i-am-a dam-lanzas-mother …,,@Gawker,,280445844799508480,https://twitter.com/DonEmbry/status/280445844799508480
britt_stratty74,2012-12-17 06:39,0,0,I'm glad I got to come to school this morning cause I know of 20 children who would have loved to here the first period bell #SandyHook,,,#SandyHook,280683651648352256,https://twitter.com/britt_stratty74/status/280683651648352256
JCraigKY,2012-12-16 15:48,0,0,"The good die young. We will never forget. Remember the victims, not the shooter. #PrayForNewtown #SandyHook pic.twitter.com/GNOBLhbv",,,#PrayForNewtown #SandyHook,280459423804166144,https://twitter.com/JCraigKY/status/280459423804166144
deaninwaukesha,2012-12-15 07:52,0,0,"But I don't like to talk specifics, as in #SandyHook until more is known....",,,#SandyHook,279977291017252864,https://twitter.com/deaninwaukesha/status/279977291017252864
danielmty,2012-12-14 15:48,0,0,En la reciente campaña electoral de EU no se habló del control de las armas de fuego. #connecticut #SandyHook,,,#connecticut #SandyHook,279734588694216704,https://twitter.com/danielmty/status/279734588694216704
dee_mn,2012-12-19 05:10,0,0,"That Woman Is Not Adam Lanza ’s Mother, and She’s Distracting Us From the Real Issue - http:// bit.ly/UOpZq0 | THIS. THIS. THIS THIS THIS.",,,,281385923734822913,https://twitter.com/dee_mn/status/281385923734822913
Fire4Efekt,2012-12-18 11:08,0,0,Sen. Lieberman: Adam Lanza had ‘hypnotic’ involvement with violent video games http:// bit.ly/T4VSeq#.UNC_Kd nxiyh.twitter … via @DCExaminer,,@DCExaminer,#,281113665569169408,https://twitter.com/Fire4Efekt/status/281113665569169408
Students_Last,2012-12-16 10:20,1,0,Why are we pussy-footing around? Repeal the 2nd amendment; http:// wh.gov/RF7C #SandyHook #guncontrol,,,#SandyHook #guncontrol,280376946347606016,https://twitter.com/Students_Last/status/280376946347606016
iAlertas,2012-12-16 10:57,0,0,Terra > Tio diz que Adam Lanza tomava remédio contra esquizofrenia http:// bit.ly/SAk2R5,,,,280386085496954884,https://twitter.com/iAlertas/status/280386085496954884
RealLifeDiva_,2012-12-14 15:10,0,0,Neighbors are saying Adam Lanza seemed mentally challenged aint nothing wrong with that motherfucker!,,,,279725072867008512,https://twitter.com/RealLifeDiva_/status/279725072867008512
bobbymozsurella,2012-12-14 13:50,0,1,I would cut Adam Lanza 's throat and watch him spill out while I blow smoke in his face,,,,279705014509912065,https://twitter.com/bobbymozsurella/status/279705014509912065
naads312,2012-12-17 20:11,1,0,reading the profiles of the children from sandyhook makes me cry....such innocence #rip,,,#rip,280887951804751872,https://twitter.com/naads312/status/280887951804751872
Delpozzo8,2012-12-16 00:48,0,0,I just want to say under the circumstances of Newton tester morning im glad America is all pulling together to #PrayforNewton,,,#PrayforNewton,280232929144233984,https://twitter.com/Delpozzo8/status/280232929144233984
Mishelle_DeBo,2012-12-15 12:31,0,0,""" @Gillis_22 : People that make jokes about the tragedy in Newtown, just as equally deserves a spot next to Adam Lanza in hell. #sickpeople """,,@Gillis_22,#sickpeople,280047566559789057,https://twitter.com/Mishelle_DeBo/status/280047566559789057
MelonWaves,2012-12-19 21:32,1,0,Buy #AlohaDriven stickers from 20DEC to 1JAN and send #aloha to families affected by #SandyHook thru @uwwesternct http://www. mkalohadesigns.com/1/post/2012/12 /raising-money-for-sandy-hook-school-support-fund.html …,,@uwwesternct,#AlohaDriven #aloha #SandyHook,281633061421080576,https://twitter.com/MelonWaves/status/281633061421080576
LCOPR,2012-12-16 14:30,0,0,Adam Lanza Had Hundreds of Rounds of Ammo Left When He Killed Himself http:// bit.ly/XvRpB4,,,,280439906503901185,https://twitter.com/LCOPR/status/280439906503901185
dcemrh,2012-12-17 11:52,0,0,"@megynkelly - #SandyHook : #SplitFamilies , #AbortionLifeNotValued , #LivingTogetherUnMarried , #StepFamilies , #IllegitKids , #CommunityBreakdown",,@megynkelly,#SandyHook #SplitFamilies #AbortionLifeNotValued #LivingTogetherUnMarried #StepFamilies #IllegitKids #CommunityBreakdown,280762346337619968,https://twitter.com/dcemrh/status/280762346337619968
AricEasen,2012-12-14 15:39,0,2,"The attrocius slaughter of innocent children by some sick fuck with a gun is terrible and senseless, all I can ask is why #PrayForNewton",,,#PrayForNewton,279732465508184065,https://twitter.com/AricEasen/status/279732465508184065
chilimangoo,2012-12-18 03:55,0,0,#Prayfornewton .,,,#Prayfornewton,281004763095629824,https://twitter.com/chilimangoo/status/281004763095629824
masterboypl,2012-12-17 11:42,0,0,‘I Am Adam Lanza ’s Mother’ Author Says Nothing New on ‘Today’ http:// bit.ly/ZEUOmr,,,,280759791528321024,https://twitter.com/masterboypl/status/280759791528321024
kristinhw230,2012-12-19 18:31,0,0,I know he's not alive but im so scared of Adam Lanza,,,,281587577646100481,https://twitter.com/kristinhw230/status/281587577646100481
skliewer33,2012-12-14 13:43,0,0,"Adam lanza , not ryan lanza. Well lets get our facts straight shall we",,,,279703157234335744,https://twitter.com/skliewer33/status/279703157234335744
PatrickSvitek,2012-12-14 13:36,0,0,"ICYMI: NU, Evanston offer long-distance condolences for those affected by #SandyHook shooting https:// twitter.com/NorthwesternU/ status/279689331420053504 … | https:// twitter.com/CityofEvanston /status/279663289590480896 …",,,#SandyHook,279701444720996352,https://twitter.com/PatrickSvitek/status/279701444720996352
TannersDad,2012-12-15 09:24,1,0,"Daily Prayer Lord, I pray for the victims, Families and Community. Guide us on a path of healing, Understanding and action Amen #SandyHook",,,#SandyHook,280000410851373056,https://twitter.com/TannersDad/status/280000410851373056
lagazetatv,2012-12-15 11:04,0,0,"RT @Foro_TV : El autor de la matanza de #Connecticut , había mantenidoaltercadoconempleados de #SandyHook un día antes de desatar la tragedia.",,@Foro_TV,#Connecticut #SandyHook,280025438946996224,https://twitter.com/lagazetatv/status/280025438946996224
xoAJ,2012-12-15 05:45,0,0,20 kids between the ages of 5-10 taken from this world.. #prayfornewton #NewtownTragedy #prayersforconnecticut,,,#prayfornewton #NewtownTragedy #prayersforconnecticut,279945220068634624,https://twitter.com/xoAJ/status/279945220068634624
generalnewsgirl,2012-12-15 12:04,0,0,"Connecticut shooting suspect described as quiet honour roll student: Adam Lanza , the suspect in the Connecticut ... http:// redirect.googleclone.com/7J",,,,280040543357108224,https://twitter.com/generalnewsgirl/status/280040543357108224
CouurtneyyG,2012-12-17 09:15,0,0,Everyone better be wearing green today to support those #sandyhook students.,,,#sandyhook,280722803681005568,https://twitter.com/CouurtneyyG/status/280722803681005568
Bonacker69,2012-12-14 14:34,0,0,"ADAM LANZA THE SHOOTER....NOT RYAN! LIVE UPDATES: Newtown, Conn., School Shooting http:// abcn.ws/UN1uqQ (via @ABC )",,@ABC,,279716072184221696,https://twitter.com/Bonacker69/status/279716072184221696
BloggerCentral,2012-12-20 13:18,0,0,Power Line: Was Adam Lanza ’s Bushmaster Rifle an Assault Weapon? http:// bit.ly/XQGfac #BC,,,#BC,281871111753445377,https://twitter.com/BloggerCentral/status/281871111753445377
attblake,2012-12-19 03:57,0,0,This needs to happen more. It is ok! RT @CNN 'Anarchist Soccer Mom' cries out for help: 'I am Adam Lanza 's Mother.' http:// on.cnn.com/RDztIa,,@CNN,,281367532332539904,https://twitter.com/attblake/status/281367532332539904
cientochentaG,2012-12-14 14:25,0,0,Nueva versión identifica a Adam Lanza como sospechoso de masacre en escuela de Newtown http:// dlvr.it/2dqjl4,,,,279713636308631552,https://twitter.com/cientochentaG/status/279713636308631552
sassygirlcanada,2012-12-17 06:47,0,0,#SandyHook will be labelled as a crime scene for several months. I wonder if it will ever reopen for classes. So much heartache for #Newtown,,,#SandyHook #Newtown,280685617749311488,https://twitter.com/sassygirlcanada/status/280685617749311488
yeahbigtime,2012-12-14 15:59,0,0,"Adam Lanza : Cara, se mata! Não... pera!",,,,279737323091009537,https://twitter.com/yeahbigtime/status/279737323091009537
XGirlNYC,2012-12-14 13:33,0,1,To the #RWNJs judging POTUS for his response to #SandyHook -you're all #Heartless bitter blind fuckers. #WTF is wrong with you all? #STFU .,,,#RWNJs #SandyHook #Heartless #WTF #STFU,279700744511303680,https://twitter.com/XGirlNYC/status/279700744511303680
pierretempel,2012-12-18 01:33,0,0,"Waffenposter, Killerspiele - IDas irre Leben des Amokläufers: Der irre Amokläufer Adam Lanza zerstörte vor dem ... http:// bit.ly/SK9vTw",,,,280969025939468289,https://twitter.com/pierretempel/status/280969025939468289
carolinab_18,2012-12-15 10:58,0,1,"I don't understand how someone could end 20 young,innocents lives I can't even imagine losing my little sister like that. #PrayforNewton",,,#PrayforNewton,280024122413703169,https://twitter.com/carolinab_18/status/280024122413703169
Sidlum,2012-12-17 13:49,0,0,JUST WTF. // NRO writer scoffs at Adam Lanza 's arsenal for not being all that powerful. http://www. slate.com/blogs/xx_facto r/2012/12/17/bushmaster_ar_15_national_review_writer_says_it_s_not_that_powerful.html?utm_source=tw&utm_medium=sm&utm_campaign=button_chunky … via @doublexmag,,@doublexmag,,280791966810271745,https://twitter.com/Sidlum/status/280791966810271745
LCDouglas,2012-12-17 08:12,0,0,'I Am Adam Lanza 's Mother': A Mom's Perspective On The Mental Illness Conversation In America http:// huff.to/U4LqWk via @HuffPostParents,,@HuffPostParents,,280707006141194241,https://twitter.com/LCDouglas/status/280707006141194241
CamnamStyle,2012-12-17 01:16,0,0,You are truly the lowest common denominator when the KKK steps in as the voice of reason #sandyhook #WBC #protest,,,#sandyhook #WBC #protest,280602344499060737,https://twitter.com/CamnamStyle/status/280602344499060737
Dustin2point0,2012-12-17 11:11,1,0,"I don't ever say ""report"" anyone. But @BlastinKids is "" Adam Lanza "". Yeah. Someone really is THAT pathetic. Report as spam, everyone.",,@BlastinKids,,280751997664260096,https://twitter.com/Dustin2point0/status/280751997664260096
hennessy2250,2012-12-14 15:38,0,0,Prayers out to the victims in ct #PrayForNewton,,,#PrayForNewton,279732145164013568,https://twitter.com/hennessy2250/status/279732145164013568
JAwesome23,2012-12-14 14:52,0,0,@EDMsnob This picture puts the story of how we communicate in crisis today RIP #SandyHook,,@EDMsnob,#SandyHook,279720527151632384,https://twitter.com/JAwesome23/status/279720527151632384
telenewsmex,2012-12-19 07:29,0,0,#Editorial Los Políticos: Adam Lanza por Salvador Muñoz http:// ow.ly/ge90x http:// fb.me/27LfssknI,,,#Editorial,281421031581831168,https://twitter.com/telenewsmex/status/281421031581831168
LovingDogsDaily,2012-12-15 14:33,0,0,"Adam Lanza 's family: Mom liked parlor games, guns; dad, a tax exec, remarried: The mother of the man identified ... http:// bit.ly/SvQXpU",,,,280078128120991744,https://twitter.com/LovingDogsDaily/status/280078128120991744
ViLaser,2012-12-18 05:01,0,0,I am Adam Lanza ’s Mother http:// shar.es/hqSKd via @reviewblue,,@reviewblue,,281021337617723392,https://twitter.com/ViLaser/status/281021337617723392
rollinintheCaSh,2012-12-16 20:58,0,0,The fact that one of the victims names' was Charlotte breaks my heart. My baby sister's name is Charlotte. #lovetriumphsall #PrayForNewton,,,#lovetriumphsall #PrayForNewton,280537512684969986,https://twitter.com/rollinintheCaSh/status/280537512684969986
artworkshop,2012-12-16 12:09,0,0,'I Am Adam Lanza 's Mother': A Mom's Perspective On The Mental Illness Conversation In America http:// huff.to/U4LqWk via @HuffPostParents,,@HuffPostParents,,280404360134021120,https://twitter.com/artworkshop/status/280404360134021120
Aguus_loza,2012-12-14 14:19,0,0,#AdamLanza .... just an other phsyco... too late again.,,,#AdamLanza,279712321176227840,https://twitter.com/Aguus_loza/status/279712321176227840
4EVRUSA,2012-12-19 17:20,0,0,Will #SandyHook Questions ever be answered? >Facebook Suspends Account For Questioning Official Narrative on Shooting - http://www. infowars.com/facebook-suspe nds-account-for-questioning-official-narrative-on-shooting/ …,,,#SandyHook,281569756413308929,https://twitter.com/4EVRUSA/status/281569756413308929
buildOn,2012-12-17 11:19,0,0,RT Share your thoughts & resources about dealing with #violence . Leave a comment here: http:// buildonfromthefield.org/2012/12/17/wha t-next-after-sandy-hook/ … #sandyhook,,,#violence #sandyhook,280753982102712320,https://twitter.com/buildOn/status/280753982102712320
valerieemariaa,2012-12-19 20:08,0,0,That performance made me cry ! #rip #sandyhook #xfactor,,,#rip #sandyhook #xfactor,281612070519193600,https://twitter.com/valerieemariaa/status/281612070519193600
naleklienel,2012-12-15 05:47,0,0,I have never cried watching the news before. But it's a different story now #PrayforNewton,,,#PrayforNewton,279945673632280576,https://twitter.com/naleklienel/status/279945673632280576
YNaija,2012-12-16 11:44,0,0,How Adam Lanza went from ‘genius’ tech geek living in $1.6million home to crazy school killer [DETAILS] http://www. ynaija.com/how-adam-lanza -went-from-genious-living-in-1-6million-home-to-crazy-school-killer-details/ … via @ynaija,,@ynaija,,280397908883427328,https://twitter.com/YNaija/status/280397908883427328
Said_Inconnue,2012-12-16 02:04,23,2,Cette fille est un Hero. #RIP #PrayForNewton pic.twitter.com/SzOL9jLB,,,#RIP #PrayForNewton,280251927810437120,https://twitter.com/Said_Inconnue/status/280251927810437120
michele_funk,2012-12-16 11:37,0,0,RT @HuffingtonPost : 'I am Adam Lanza 's mother' http:// huff.to/XuredT,,@HuffingtonPost,,280396334484312066,https://twitter.com/michele_funk/status/280396334484312066
reelduchess,2012-12-14 12:44,0,0,"Twenty-seven r dead, including 18 children & several staff members, afta a 20-year-old opend fire sch @d SandyHook School in Newtown conn",,@d,,279688341694341121,https://twitter.com/reelduchess/status/279688341694341121
_dollbabe,2012-12-16 18:09,0,0,RIP to all the children that died .... #prayfornewton http:// instagr.am/p/TUgCD1rK-9/,,,#prayfornewton,280494911030173696,https://twitter.com/_dollbabe/status/280494911030173696
egan34,2012-12-14 19:03,0,0,"At a lose for words still! My thoughts go out to all the family's and responders, who's lives have changed forever:( #SandyHook #sadness",,,#SandyHook #sadness,279783615741710336,https://twitter.com/egan34/status/279783615741710336
nolaParent,2012-12-17 20:08,0,0,connecticut confusion. #sandyhook #parenting http:// bit.ly/ZexTj5,,,#sandyhook #parenting,280887115242418177,https://twitter.com/nolaParent/status/280887115242418177
WashingtonDC247,2012-12-16 13:16,0,0,Cheat Sheet - New Details on Adam Lanza 's Life at Home and School http:// nblo.gs/G2l4u,,,,280421261857914880,https://twitter.com/WashingtonDC247/status/280421261857914880
Deepizzaguy,2012-12-15 13:56,0,0,Connecticut shooting: Who is Adam Lanza ? Weapons Used (PHOTOS) http:// tinyurl.com/budm2ba via @allvoices Portrait of the killer in Connecticut,,@allvoices,,280068790111322112,https://twitter.com/Deepizzaguy/status/280068790111322112
SpencerSiddons,2012-12-14 20:36,0,0,My sacrifices feel like nothing compared to others. In our thoughts and prayers. #sandyhook,,,#sandyhook,279807036865257473,https://twitter.com/SpencerSiddons/status/279807036865257473
holmeschapel_24,2012-12-14 15:15,0,0,#PrayForNewton :'( xx,,,#PrayForNewton,279726313726681088,https://twitter.com/holmeschapel_24/status/279726313726681088
kristafir,2012-12-14 13:25,0,0,"Correction: Adam Lanza is dead from self-inflicted gunshot wound at school, Ryan Lanza is being questioned by police http:// bigstory.ap.org/article/ap-sou rce-20-year-old-suspect-had-ties-school …",,,,279698564651827201,https://twitter.com/kristafir/status/279698564651827201
jdub7wvu,2012-12-14 13:13,0,0,Well it turns out that the media gave the wrong name of the shooter. Adam Lanza not Ryan. Now this guy Ryan has to deal with death threats.,,,,279695734750711808,https://twitter.com/jdub7wvu/status/279695734750711808
Emily_Poole04,2012-12-14 12:30,0,0,"Such a awful tragedy today, lifting the victims and their families up in prayer #Newton #SandyHook",,,#Newton #SandyHook,279684750761922561,https://twitter.com/Emily_Poole04/status/279684750761922561
KappelInsurance,2012-12-16 14:20,0,0,Police detail weapons found: Connecticut State Police confirm the identification of suspect Adam Lanza and the w... http:// bit.ly/Ur0Lxs,,,,280437273969958912,https://twitter.com/KappelInsurance/status/280437273969958912
AllMediaNY,2012-12-16 12:28,0,0,Connecticut School Shooting: Adam Lanza Attended Sandy Hook Elementary School http:// bit.ly/XvvJ88 http:// fb.me/2pKHGomCW,,,,280409008114913282,https://twitter.com/AllMediaNY/status/280409008114913282
StevenPatton,2012-12-14 13:36,1,1,"So Ryan Lanza is alive. ADAM Lanza , his brother, is the one that died. He put his ID on his brother. But RYAN is the shooter?!",,,,279701299895885824,https://twitter.com/StevenPatton/status/279701299895885824
_Asemota_,2012-12-18 15:08,0,0,MUST READ: I Am Adam Lanza 's Mother http:// slog.thestranger.com/slog/archives/ 2012/12/15/i-am-adam-lanzas-mother …,,,,281174177795420160,https://twitter.com/_Asemota_/status/281174177795420160
chuckandrewsca,2012-12-18 09:28,0,0,"Hey @SenatorReid , Please support a ban on guns w/ large capacity clips@NRA! Push the #ban on assault rifles! #sandyhook via @codepink",,@SenatorReid @NRA @codepink,#ban #sandyhook,281088606070792192,https://twitter.com/chuckandrewsca/status/281088606070792192
antraxanonymous,2012-12-17 10:52,0,0,"No le podía perder la vista a Adam Lanza : niñero: Ryan Kraft, reveló que Nancy Lanza le recomendaba que nunca le... http:// bit.ly/SGi5CA",,,,280747323791908865,https://twitter.com/antraxanonymous/status/280747323791908865
Tukang_Update,2012-12-14 14:24,0,0,Yahoo News: Source: Suspect is Adam Lanza ; older brother Ryan being questioned: A law enforcement official says ... http:// yhoo.it/W6GpP8,,,,279713584580268032,https://twitter.com/Tukang_Update/status/279713584580268032
katwells79,2012-12-14 14:27,0,0,I watch the news today and I realize that I have no problems. I am heartbroken....and praying for CT 2nite. Devastation. #SandyHook,,,#SandyHook,279714191735136256,https://twitter.com/katwells79/status/279714191735136256
JoanieCox,2012-12-17 21:09,0,0,#sandyhook #tragedy http:// biblebeltoutfitters.blogspot.com/2012/12/the-st aff-at-bible-belt-outfitters-is.html?spref=tw …,,,#sandyhook #tragedy,280902537081651200,https://twitter.com/JoanieCox/status/280902537081651200
BostonNABJ,2012-12-15 12:54,0,0,RT @bostondotcom : Conn. state police Lt. Paul Vance praises the outpouring of support for Newtown. #sandyhook,,@bostondotcom,#sandyhook,280053198272737280,https://twitter.com/BostonNABJ/status/280053198272737280
annemuhrie,2012-12-17 23:11,0,0,"Interesting on both sides of this. “ @Slate : That ""I Am Adam Lanza 's Mother"" essay completely libels the author's son: http:// slate.me/ZF2bdz ”",,@Slate,,280933318910939136,https://twitter.com/annemuhrie/status/280933318910939136
laughlinbuzz,2012-12-14 13:24,1,0,Will be hugging daughter when she gets home from school today. Prayers go out to everyone affected in CT at SandyHook,,,,279698446850605057,https://twitter.com/laughlinbuzz/status/279698446850605057
rogergrow,2012-12-15 08:34,0,0,"If your God doesn't accept Adam Lanza into Heaven, then your God is a dick.",,,,279987694094925824,https://twitter.com/rogergrow/status/279987694094925824
niamhla,2012-12-14 14:10,2,0,thoughts and prayers with the children and families of Sandyhook school Newtown <3,,,,279710097008115714,https://twitter.com/niamhla/status/279710097008115714
MrJames2014,2012-12-14 15:16,0,0,GUNS DON'T KILL PEOPLE ....PEOPLE KILL PEOPLE #RIP #SANDYHOOK #KIDS,,,#RIP #SANDYHOOK #KIDS,279726555406671872,https://twitter.com/MrJames2014/status/279726555406671872
angelyuxin,2012-12-15 02:06,0,1,Please #PrayForNewton,,,#PrayForNewton,279890239349211136,https://twitter.com/angelyuxin/status/279890239349211136
Meghannxoo,2012-12-16 11:26,0,0,I would gladly give up my Christmas if it meant the kids in Connecticut could live to experience another one. #SandyHook #NewTown,,,#SandyHook #NewTown,280393583704555521,https://twitter.com/Meghannxoo/status/280393583704555521
jhonjacome,2012-12-19 18:58,0,0,Adam Lanza le dio la corona de Miss Universo a los Estados Unidos.,,,,281594435391877121,https://twitter.com/jhonjacome/status/281594435391877121
carnotaurusx,2012-12-16 14:19,0,0,"titled: ""I am Adam Lanza 's Mother""",,,,280436925444284417,https://twitter.com/carnotaurusx/status/280436925444284417
DBNJskent,2012-12-19 05:35,0,0,What If Nothing or Nobody is to Blame for Adam Lanza ? http://www. nationaljournal.com/politics/what- if-nothing-or-nobody-is-to-blame-for-adam-lanza-guns-video-games-autism-or-authorities-20121217#.UNHCdkZjpic.twitter …,,,#,281392240574726144,https://twitter.com/DBNJskent/status/281392240574726144
KNX1070,2012-12-15 13:19,3,0,"Youngest victim 6 years old; oldest 56. Of the 20 children, 8 were boys and 12 were girls. All were 6 or 7. #NewtownShooting #SandyHook",,,#NewtownShooting #SandyHook,280059433827069952,https://twitter.com/KNX1070/status/280059433827069952
BeauWTAE,2012-12-14 19:10,1,0,Sen. Blumenthal's press office tells me the Senator is hearing Pres. Obama may visit Newtown Sunday or Monday #newtown #sandyhook,,,#newtown #sandyhook,279785454855917568,https://twitter.com/BeauWTAE/status/279785454855917568
wenaefron,2012-12-15 04:16,0,0,#PrayForNewton everyone :),,,#PrayForNewton,279922938482925569,https://twitter.com/wenaefron/status/279922938482925569
ValerieHamlin3,2012-12-17 10:05,0,0,Divorce of Adam Lanza 's Parents -- No Evidence of Mental Health Problems: The divorce papers of Adam Lanza 's parents... http:// j.mp/VMeUVl,,,,280735375469731840,https://twitter.com/ValerieHamlin3/status/280735375469731840
orangiez,2012-12-17 19:26,0,0,Rest In Peace #SandyHook http:// youtu.be/IO64urOFNaY,,,#SandyHook,280876662424481794,https://twitter.com/orangiez/status/280876662424481794
tammyculver52,2012-12-18 10:20,0,0,There's a song that would be good for Adam Lanza . Trace adkins welcome to hell fits him,,,,281101601693921280,https://twitter.com/tammyculver52/status/281101601693921280
elliotbrice,2012-12-16 06:43,0,0,Regulate guns. #SandyHook #Schoolshooting #UnspeakableTragedy http:// elliotbwall.wordpress.com/2012/12/17/reg ulate-guns/ …,,,#SandyHook #Schoolshooting #UnspeakableTragedy,280322158759124992,https://twitter.com/elliotbrice/status/280322158759124992
dinalevy7,2012-12-17 22:53,0,0,#Adam #Lanza : #Should His #Parents Have #Seen #Warning #Signs ?: Plenty of fingers have been… http:// goo.gl/fb/Bpkvb,,,#Adam #Lanza #Should #Parents #Seen #Warning #Signs,280928795911921664,https://twitter.com/dinalevy7/status/280928795911921664
Nicopandas,2012-12-18 08:56,0,0,I Am Adam Lanza 's Mother:A Moms Perspective On The Mental Illness Conversation In America http://www. huffingtonpost.com/2012/12/16/i-a m-adam-lanzas-mother-mental-illness-conversation_n_2311009.html … @huffingtonpost @tamaramellon,,@huffingtonpost @tamaramellon,,281080565736808449,https://twitter.com/Nicopandas/status/281080565736808449
MentalIllPolicy,2012-12-18 17:07,0,0,@andersoncooper @AC360 His name is ADAM LANZA Don't shun the mentally ill http://www. huffingtonpost.com/dj-jaffe/viole nce-mental-illness_b_2308848.html …,,@andersoncooper @AC360,,281204079634567169,https://twitter.com/MentalIllPolicy/status/281204079634567169
danationsfinest,2012-12-19 13:52,0,0,http://www. youtube.com/watch?v=j_fI0h m1dqY&feature=youtube_gdata_player … #sandyhook #sandyhookshooting #guncontrol @whitehouse,,@whitehouse,#sandyhook #sandyhookshooting #guncontrol,281517485814079489,https://twitter.com/danationsfinest/status/281517485814079489
KathrynTBrennan,2012-12-17 11:04,0,0,Sandy Hook Shooting: I Am Adam Lanza 's Mother - @Gawker http:// buff.ly/U50PG2,,@Gawker,,280750400695574528,https://twitter.com/KathrynTBrennan/status/280750400695574528
Dinglehopper_S,2012-12-15 13:45,0,1,"Adam Lanza , the guy behind the shooting in Connecticut,""suffered from a personality disorder"" Aw,now lets all feel sorry for this murderer..",,,,280065994020511744,https://twitter.com/Dinglehopper_S/status/280065994020511744
SienteAmerica,2012-12-20 13:30,0,0,Investigadores creen saber qué incitó a Adam Lanza a cometer la matanza http:// bit.ly/Udrf8J,,,,281874121862828032,https://twitter.com/SienteAmerica/status/281874121862828032
OliviaHyde21,2012-12-17 07:46,0,2,How could anyway hurt these poor kids? #StopTheViolence #PrayForNewton pic.twitter.com/YSndukkD,,,#StopTheViolence #PrayForNewton,280700538390183936,https://twitter.com/OliviaHyde21/status/280700538390183936
Lindsay_Ford,2012-12-20 08:30,0,0,Lindsay Automotive Group Offers Unique Web Page to Help Support #SandyHook and #Newtown http:// ow.ly/gd7hE - Please RT,,,#SandyHook #Newtown,281798741512564737,https://twitter.com/Lindsay_Ford/status/281798741512564737
AMISInspections,2012-12-15 14:55,0,0,Adam Lanza Shot Victims at Close Range with Rifle http:// dlvr.it/2f4FYf,,,,280083646965235712,https://twitter.com/AMISInspections/status/280083646965235712
